Project Code,Project Status,Study Type,Workflow,Task Name,Task Comment,Target Days to Complete,Date Site Selected,Date HRA approval,Date Created,Start Date,Due Date,Completion Date,On time or Late,Days to completion,Days active (if not complete),Task Status
D0004,Pending,"Human tissue samples, human biological samples and/or data",Mini-Hosted (Hive tasks),Mini-Hosted: Final contract or OID reviewed,Synthetic pending task awaiting next workflow action.,7,45439,45426,45455,45458,45465,,,,759,Pending
D0004,Pending,"Human tissue samples, human biological samples and/or data",Mini-Hosted (Hive tasks),Mini-Hosted: Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,2,45439,45426,45466,45469,45471,45482,Late,13,,Complete
D0004,Pending,"Human tissue samples, human biological samples and/or data",Mini-Hosted (Hive tasks),Confirmation Review,Synthetic active task; completion date intentionally unavailable.,2,45439,45426,45464,45466,45468,,,,751,Active
D0004,Pending,"Human tissue samples, human biological samples and/or data",Mini-Hosted (Hive tasks),Set up cost code,Synthetic pending task awaiting next workflow action.,3,45439,45426,45464,45466,45469,,,,751,Pending
D0004,Pending,"Human tissue samples, human biological samples and/or data",Mini-Hosted (Hive tasks),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,45439,45426,45468,45471,45478,45475,On Time,4,,Complete
D0004,Pending,"Human tissue samples, human biological samples and/or data",Mini-Hosted (Hive tasks),Email confirmation of capacity and capability,Synthetic pending task awaiting next workflow action.,1,45439,45426,45471,45472,45473,,,,745,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45660,45640,45669,45670,,45673,On Time,3,,Complete
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),PI GCP (N/A for PIC),Synthetic completed task for demonstration data.,7,45660,45640,45661,45664,45671,45681,Late,17,,Complete
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Complete Recruitment Plan,Synthetic pending task awaiting next workflow action.,7,45660,45640,45664,45665,45672,,,,552,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Send notification to the Clinical Director,Synthetic pending task awaiting next workflow action.,7,45660,45640,45672,45675,45682,,,,542,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Local Information Pack Complete,Synthetic pending task awaiting next workflow action.,2,45660,45640,45673,45675,45677,,,,542,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),HRA Approval Letter,Synthetic pending task awaiting next workflow action.,14,45660,45640,45667,45670,45684,,,,547,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Receipt of clinical director notification,Synthetic pending task awaiting next workflow action.,2,45660,45640,45676,45679,45681,,,,538,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Mini-Hosted: Check contract requirements,Synthetic pending task awaiting next workflow action.,7,45660,45640,45672,45675,45682,,,,542,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Finance review,Synthetic active task; completion date intentionally unavailable.,7,45660,45640,45674,45675,45682,,,,542,Active
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Mini-Hosted: Final contract or OID reviewed,Synthetic completed task for demonstration data.,7,45660,45640,45675,45678,45685,45685,On Time,7,,Complete
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Mini-Hosted: Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,2,45660,45640,45682,45682,45684,45693,Late,11,,Complete
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Confirmation Review,Synthetic completed task for demonstration data.,2,45660,45640,45679,45682,45684,45683,On Time,1,,Complete
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Set up cost code,Synthetic completed task for demonstration data.,3,45660,45640,45681,45683,45686,45689,Late,6,,Complete
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Create and issue reconciliation tracker,Synthetic active task; completion date intentionally unavailable.,7,45660,45640,45677,45679,45686,,,,538,Active
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Email confirmation of capacity and capability,Synthetic pending task awaiting next workflow action.,1,45660,45640,45677,45679,45680,,,,538,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Green light to recruit (N/A for PIC),Synthetic pending task awaiting next workflow action.,14,45660,45640,45679,45682,45696,,,,535,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Change Study Status,Synthetic pending task awaiting next workflow action.,2,45660,45640,45687,45690,45692,,,,527,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Set up reconciliation tracker and Invoice for set-up fees,Synthetic active task; completion date intentionally unavailable.,4,45660,45640,45682,45683,45687,,,,534,Active
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Non Commercial studies - set up invoicing for study per contract/ Commercial studies – journal transfer for set up fees,Synthetic pending task awaiting next workflow action.,14,45660,45640,45684,45687,45701,,,,530,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),1st Patient recruited / 1st Patient Delay Reasons (N/A for PIC and non-recruiting studies),Synthetic active task; completion date intentionally unavailable.,30,45660,45640,45681,45684,45714,,,,533,Active
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Send C+C data,Synthetic completed task for demonstration data.,2,45660,45640,45691,45691,45693,45698,Late,7,,Complete
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: Green light to recruit (N/A for PIC),Synthetic pending task awaiting next workflow action.,14,45660,45640,45685,45685,45699,,,,532,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: Set up reconciliation tracker and Invoice for set-up fees,Synthetic pending task awaiting next workflow action.,4,45660,45640,45689,45692,45696,,,,525,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: Change Study Status,Synthetic active task; completion date intentionally unavailable.,2,45660,45640,45689,45691,45693,,,,526,Active
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: Set up reconciliation tracker and Invoice for set-up fees,Synthetic pending task awaiting next workflow action.,4,45660,45640,45684,45687,45691,,,,530,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: 1st Patient recruited / 1st Patient Delay Reasons (N/A for PIC and non-recruiting studies),Synthetic active task; completion date intentionally unavailable.,30,45660,45640,45693,45696,45726,,,,521,Active
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: Local Information Pack Complete,Synthetic pending task awaiting next workflow action.,2,45660,45640,45693,45693,45695,,,,524,Pending
D0005,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: HRA Approval Letter,Synthetic pending task awaiting next workflow action.,14,45660,45640,45688,45688,45702,,,,529,Pending
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45799,45757,45807,45807,,45825,On Time,18,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45799,45757,45810,45811,,45812,On Time,1,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Upload Documents received to date,Synthetic completed task for demonstration data.,,45799,45757,45802,45802,,45815,On Time,13,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,45799,45757,45809,45810,45814,45815,Late,5,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),PI GCP,Synthetic completed task for demonstration data.,7,45799,45757,45811,45811,45818,45812,On Time,1,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Labs,Synthetic completed task for demonstration data.,7,45799,45757,45810,45810,45817,45825,Late,15,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,45799,45757,45812,45814,45821,45814,On Time,0,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Pharmacy,Synthetic active task; completion date intentionally unavailable.,7,45799,45757,45809,45811,45818,,,,406,Active
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic completed task for demonstration data.,7,45799,45757,45817,45818,45825,45818,On Time,0,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact CRF,Synthetic completed task for demonstration data.,7,45799,45757,45810,45810,45817,45815,On Time,5,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic completed task for demonstration data.,7,45799,45757,45810,45813,45820,45816,On Time,3,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic completed task for demonstration data.,7,45799,45757,45820,45822,45829,45822,On Time,0,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45799,45757,45815,45817,45831,45912,Late,95,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic completed task for demonstration data.,7,45799,45757,45815,45815,45822,45822,On Time,7,,Complete
D0006,Open,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Assess (NEW),CRF Costs prepared,Synthetic active task; completion date intentionally unavailable.,10,45799,45757,45817,45819,45829,,,,398,Active
